po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,received_date,qty_ordered,qty_received,unit_cost,total_value,actual_lead_days,status
PO_000663,SUP_006,PRD_0039,WH_4,2024-12-11,2024-12-29,2024-12-30,120,120,40.02,4802.4,19,Received
PO_000664,SUP_004,PRD_0013,WH_4,2024-12-12,2024-12-19,2024-12-17,113,113,27.98,3161.74,5,Received
PO_000665,SUP_007,PRD_0015,WH_2,2024-12-12,2025-01-03,,180,0,36.67,6600.6,,In Transit
PO_000666,SUP_002,PRD_0019,WH_2,2024-12-12,2025-01-06,,200,0,24.39,4878.0,,In Transit
PO_000667,SUP_002,PRD_0021,WH_3,2024-12-12,2025-01-06,2024-12-29,200,200,32.08,6416.0,17,Received
PO_000668,SUP_002,PRD_0021,WH_4,2024-12-12,2025-01-06,2024-12-22,200,200,31.08,6216.0,10,Received
PO_000669,SUP_007,PRD_0015,WH_2,2024-12-13,2025-01-04,2024-12-28,180,180,36.0,6480.0,15,Received
PO_000670,SUP_002,PRD_0019,WH_2,2024-12-13,2025-01-07,2024-12-23,200,200,24.26,4852.0,10,Received
PO_000671,SUP_008,PRD_0028,WH_2,2024-12-13,2024-12-27,2024-12-23,100,100,12.34,1234.0,10,Received
PO_000672,SUP_002,PRD_0006,WH_4,2024-12-16,2025-01-10,,200,0,5.26,1052.0,,In Transit
PO_000673,SUP_004,PRD_0013,WH_3,2024-12-16,2024-12-23,2024-12-22,120,120,27.81,3337.2,6,Received
PO_000674,SUP_004,PRD_0016,WH_1,2024-12-16,2024-12-23,,60,0,16.8,1008.0,,In Transit
PO_000675,SUP_002,PRD_0006,WH_4,2024-12-17,2025-01-11,,200,0,5.26,1052.0,,In Transit
PO_000676,SUP_004,PRD_0016,WH_1,2024-12-17,2024-12-24,2024-12-24,60,60,17.5,1050.0,7,Received
PO_000677,SUP_008,PRD_0028,WH_1,2024-12-17,2024-12-31,2024-12-25,100,100,12.34,1234.0,8,Received
PO_000678,SUP_002,PRD_0006,WH_4,2024-12-18,2025-01-12,,200,0,5.41,1082.0,,In Transit
PO_000679,SUP_001,PRD_0007,WH_2,2024-12-18,2024-12-23,2024-12-24,50,50,25.64,1282.0,6,Received
PO_000680,SUP_004,PRD_0013,WH_1,2024-12-18,2024-12-25,2024-12-22,163,163,28.19,4594.97,4,Received
PO_000681,SUP_006,PRD_0039,WH_1,2024-12-18,2025-01-05,,120,0,42.18,5061.6,,In Transit
PO_000682,SUP_006,PRD_0039,WH_3,2024-12-18,2025-01-05,,120,0,40.75,4890.0,,In Transit
PO_000683,SUP_002,PRD_0006,WH_4,2024-12-19,2025-01-13,,200,0,5.27,1054.0,,In Transit
PO_000684,SUP_001,PRD_0007,WH_1,2024-12-19,2024-12-24,2024-12-24,50,50,25.14,1257.0,5,Received
PO_000685,SUP_001,PRD_0007,WH_4,2024-12-19,2024-12-24,2024-12-22,50,50,25.7,1285.0,3,Received
PO_000686,SUP_007,PRD_0015,WH_4,2024-12-19,2025-01-10,2024-12-30,180,180,35.73,6431.4,11,Received
PO_000687,SUP_006,PRD_0039,WH_1,2024-12-19,2025-01-06,,120,0,41.8,5016.0,,In Transit
PO_000688,SUP_006,PRD_0039,WH_3,2024-12-19,2025-01-06,,120,0,40.97,4916.4,,In Transit
PO_000689,SUP_002,PRD_0006,WH_4,2024-12-20,2025-01-14,,200,0,5.34,1068.0,,In Transit
PO_000690,SUP_006,PRD_0039,WH_1,2024-12-20,2025-01-07,,120,0,40.71,4885.2,,In Transit
PO_000691,SUP_006,PRD_0039,WH_3,2024-12-20,2025-01-07,,120,0,40.76,4891.2,,In Transit
PO_000692,SUP_002,PRD_0006,WH_4,2024-12-21,2025-01-15,,200,0,5.38,1076.0,,In Transit
PO_000693,SUP_007,PRD_0030,WH_2,2024-12-21,2025-01-12,,180,0,34.52,6213.6,,In Transit
PO_000694,SUP_006,PRD_0039,WH_1,2024-12-21,2025-01-08,,120,0,41.97,5036.4,,In Transit
PO_000695,SUP_006,PRD_0039,WH_3,2024-12-21,2025-01-08,,120,0,40.02,4802.4,,In Transit
PO_000696,SUP_002,PRD_0006,WH_4,2024-12-22,2025-01-16,,200,0,5.32,1064.0,,In Transit
PO_000697,SUP_004,PRD_0013,WH_5,2024-12-22,2024-12-29,2024-12-28,73,73,27.58,2013.34,6,Received
PO_000698,SUP_007,PRD_0030,WH_2,2024-12-22,2025-01-13,,180,0,35.26,6346.8,,In Transit
PO_000699,SUP_006,PRD_0039,WH_1,2024-12-22,2025-01-09,,120,0,41.7,5004.0,,In Transit
PO_000700,SUP_006,PRD_0039,WH_3,2024-12-22,2025-01-09,,120,0,40.15,4818.0,,In Transit
PO_000701,SUP_002,PRD_0006,WH_4,2024-12-23,2025-01-17,,200,0,5.46,1092.0,,In Transit
PO_000702,SUP_004,PRD_0013,WH_4,2024-12-23,2024-12-30,2024-12-27,108,108,27.74,2995.92,4,Received
PO_000703,SUP_002,PRD_0021,WH_1,2024-12-23,2025-01-17,,200,0,32.25,6450.0,,In Transit
PO_000704,SUP_007,PRD_0030,WH_2,2024-12-23,2025-01-14,,180,0,35.05,6309.0,,In Transit
PO_000705,SUP_006,PRD_0039,WH_1,2024-12-23,2025-01-10,,120,0,41.89,5026.8,,In Transit
PO_000706,SUP_006,PRD_0039,WH_3,2024-12-23,2025-01-10,,120,0,40.73,4887.6,,In Transit
PO_000707,SUP_002,PRD_0006,WH_4,2024-12-24,2025-01-18,,200,0,5.32,1064.0,,In Transit
PO_000708,SUP_002,PRD_0021,WH_1,2024-12-24,2025-01-18,,200,0,31.79,6358.0,,In Transit
PO_000709,SUP_007,PRD_0030,WH_2,2024-12-24,2025-01-15,2024-12-30,180,180,34.04,6127.2,6,Received
PO_000710,SUP_006,PRD_0039,WH_1,2024-12-24,2025-01-11,,120,0,40.78,4893.6,,In Transit
PO_000711,SUP_006,PRD_0039,WH_3,2024-12-24,2025-01-11,,120,0,41.36,4963.2,,In Transit
PO_000712,SUP_002,PRD_0006,WH_4,2024-12-25,2025-01-19,,200,0,5.18,1036.0,,In Transit
PO_000713,SUP_001,PRD_0007,WH_3,2024-12-25,2024-12-30,2024-12-31,50,50,25.33,1266.5,6,Received
PO_000714,SUP_004,PRD_0013,WH_2,2024-12-25,2025-01-01,,132,0,27.73,3660.36,,In Transit
PO_000715,SUP_002,PRD_0021,WH_1,2024-12-25,2025-01-19,,200,0,30.68,6136.0,,In Transit
PO_000716,SUP_006,PRD_0039,WH_1,2024-12-25,2025-01-12,,120,0,41.78,5013.6,,In Transit
PO_000717,SUP_006,PRD_0039,WH_3,2024-12-25,2025-01-12,,120,0,41.79,5014.8,,In Transit
PO_000718,SUP_002,PRD_0006,WH_4,2024-12-26,2025-01-20,,200,0,5.33,1066.0,,In Transit
PO_000719,SUP_004,PRD_0013,WH_2,2024-12-26,2025-01-02,,148,0,27.25,4033.0,,In Transit
PO_000720,SUP_002,PRD_0021,WH_1,2024-12-26,2025-01-20,,200,0,31.66,6332.0,,In Transit
PO_000721,SUP_002,PRD_0021,WH_5,2024-12-26,2025-01-20,,200,0,31.09,6218.0,,In Transit
PO_000722,SUP_006,PRD_0039,WH_1,2024-12-26,2025-01-13,,120,0,40.71,4885.2,,In Transit
PO_000723,SUP_006,PRD_0039,WH_3,2024-12-26,2025-01-13,,120,0,41.27,4952.4,,In Transit
PO_000724,SUP_002,PRD_0006,WH_4,2024-12-27,2025-01-21,,200,0,5.22,1044.0,,In Transit
PO_000725,SUP_004,PRD_0013,WH_2,2024-12-27,2025-01-03,,156,0,26.96,4205.76,,In Transit
PO_000726,SUP_004,PRD_0013,WH_3,2024-12-27,2025-01-03,,118,0,27.22,3211.96,,In Transit
PO_000727,SUP_002,PRD_0021,WH_1,2024-12-27,2025-01-21,,200,0,32.22,6444.0,,In Transit
PO_000728,SUP_002,PRD_0021,WH_5,2024-12-27,2025-01-21,,200,0,31.18,6236.0,,In Transit
PO_000729,SUP_001,PRD_0022,WH_1,2024-12-27,2025-01-01,,50,0,27.19,1359.5,,In Transit
PO_000730,SUP_006,PRD_0039,WH_1,2024-12-27,2025-01-14,,120,0,40.69,4882.8,,Cancelled
PO_000731,SUP_006,PRD_0039,WH_3,2024-12-27,2025-01-14,,120,0,40.28,4833.6,,In Transit
PO_000732,SUP_002,PRD_0006,WH_1,2024-12-28,2025-01-22,,200,0,5.22,1044.0,,In Transit
PO_000733,SUP_002,PRD_0006,WH_4,2024-12-28,2025-01-22,,200,0,5.19,1038.0,,In Transit
PO_000734,SUP_004,PRD_0013,WH_2,2024-12-28,2025-01-04,,169,0,27.75,4689.75,,In Transit
PO_000735,SUP_004,PRD_0013,WH_3,2024-12-28,2025-01-04,,135,0,27.47,3708.45,,In Transit
PO_000736,SUP_002,PRD_0021,WH_1,2024-12-28,2025-01-22,,200,0,30.69,6138.0,,In Transit
PO_000737,SUP_002,PRD_0021,WH_5,2024-12-28,2025-01-22,,200,0,32.27,6454.0,,In Transit
PO_000738,SUP_001,PRD_0022,WH_1,2024-12-28,2025-01-02,,50,0,26.59,1329.5,,In Transit
PO_000739,SUP_006,PRD_0039,WH_1,2024-12-28,2025-01-15,,120,0,42.25,5070.0,,In Transit
PO_000740,SUP_006,PRD_0039,WH_3,2024-12-28,2025-01-15,,120,0,40.82,4898.4,,In Transit
PO_000741,SUP_002,PRD_0006,WH_1,2024-12-29,2025-01-23,,200,0,5.23,1046.0,,In Transit
PO_000742,SUP_002,PRD_0006,WH_4,2024-12-29,2025-01-23,,200,0,5.44,1088.0,,In Transit
PO_000743,SUP_003,PRD_0009,WH_4,2024-12-29,2025-01-08,,80,0,18.91,1512.8,,In Transit
PO_000744,SUP_004,PRD_0013,WH_2,2024-12-29,2025-01-05,,175,0,26.83,4695.25,,In Transit
PO_000745,SUP_004,PRD_0013,WH_3,2024-12-29,2025-01-05,,145,0,27.68,4013.6,,In Transit
PO_000746,SUP_002,PRD_0021,WH_1,2024-12-29,2025-01-23,,200,0,31.15,6230.0,,In Transit
PO_000747,SUP_002,PRD_0021,WH_5,2024-12-29,2025-01-23,,200,0,30.66,6132.0,,In Transit
PO_000748,SUP_001,PRD_0022,WH_1,2024-12-29,2025-01-03,,50,0,27.02,1351.0,,In Transit
PO_000749,SUP_001,PRD_0022,WH_3,2024-12-29,2025-01-03,,50,0,26.84,1342.0,,In Transit
PO_000750,SUP_006,PRD_0039,WH_1,2024-12-29,2025-01-16,,120,0,42.34,5080.8,,In Transit
PO_000751,SUP_006,PRD_0039,WH_3,2024-12-29,2025-01-16,,120,0,41.48,4977.6,,In Transit
PO_000752,SUP_002,PRD_0006,WH_1,2024-12-30,2025-01-24,,200,0,5.33,1066.0,,In Transit
PO_000753,SUP_002,PRD_0006,WH_4,2024-12-30,2025-01-24,,200,0,5.43,1086.0,,In Transit
PO_000754,SUP_003,PRD_0009,WH_4,2024-12-30,2025-01-09,,80,0,18.29,1463.2,,In Transit
PO_000755,SUP_004,PRD_0013,WH_2,2024-12-30,2025-01-06,,183,0,27.0,4941.0,,In Transit
PO_000756,SUP_004,PRD_0013,WH_3,2024-12-30,2025-01-06,,156,0,28.15,4391.4,,In Transit
PO_000757,SUP_002,PRD_0021,WH_1,2024-12-30,2025-01-24,,200,0,32.14,6428.0,,In Transit
PO_000758,SUP_002,PRD_0021,WH_5,2024-12-30,2025-01-24,,200,0,31.36,6272.0,,In Transit
PO_000759,SUP_001,PRD_0022,WH_1,2024-12-30,2025-01-04,,50,0,26.77,1338.5,,In Transit
PO_000760,SUP_001,PRD_0022,WH_3,2024-12-30,2025-01-04,,50,0,26.42,1321.0,,In Transit
PO_000761,SUP_006,PRD_0039,WH_1,2024-12-30,2025-01-17,,120,0,42.31,5077.2,,In Transit
PO_000762,SUP_006,PRD_0039,WH_3,2024-12-30,2025-01-17,,120,0,42.18,5061.6,,In Transit
PO_000763,SUP_002,PRD_0006,WH_1,2024-12-31,2025-01-25,,200,0,5.41,1082.0,,In Transit
PO_000764,SUP_002,PRD_0006,WH_4,2024-12-31,2025-01-25,,200,0,5.2,1040.0,,In Transit
PO_000765,SUP_003,PRD_0009,WH_4,2024-12-31,2025-01-10,,80,0,18.87,1509.6,,In Transit
PO_000766,SUP_004,PRD_0013,WH_2,2024-12-31,2025-01-07,,195,0,28.14,5487.3,,In Transit
PO_000767,SUP_004,PRD_0013,WH_3,2024-12-31,2025-01-07,,161,0,27.66,4453.26,,In Transit
PO_000768,SUP_002,PRD_0021,WH_1,2024-12-31,2025-01-25,,200,0,31.5,6300.0,,In Transit
PO_000769,SUP_002,PRD_0021,WH_5,2024-12-31,2025-01-25,,200,0,32.46,6492.0,,In Transit
PO_000770,SUP_001,PRD_0022,WH_1,2024-12-31,2025-01-05,,50,0,26.44,1322.0,,In Transit
PO_000771,SUP_001,PRD_0022,WH_3,2024-12-31,2025-01-05,,50,0,27.58,1379.0,,In Transit
PO_000772,SUP_006,PRD_0039,WH_1,2024-12-31,2025-01-18,,120,0,40.39,4846.8,,In Transit
PO_000773,SUP_006,PRD_0039,WH_3,2024-12-31,2025-01-18,,120,0,42.43,5091.6,,In Transit
